TZ16_CODE,TZ16_NAME,Tz16_Area,Flag,CBD,Gr_Parra,Gr_Penrith,Liverpool,Campbeltn,Airport,SA4_adj_ID,SA4_adj_NAME,SA4_adj_index,ABM_zone
4512,Castle Hill Country Club,966133.3604,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2330
4513,Bella Vista,481898.1754,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2331
4514,Norwest Lake,260251.1662,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2332
4515,Baulkham Hills_Norwest Bvd and Columbia Av,387182.3553,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2333
4516,Bella Vista_Commercial Area,349588.1552,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2334
4517,Norwest Business Park_Western End,160555.8798,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2335
4518,Baulkham Hills_Crestwood Dr and Albion Pl,882828.3994,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2336
4519,Crestwood High School,969520.0428,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2337
4520,Bella Vista_Bella Vista Dr and Saxonvale Rd,399886.5483,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2338
4521,Bella Vista Industrial Area,773309.5393,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2339
4522,Bella Vista_Bingara Cr and Providence Dr,1046049,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2340
4523,Crestwood Shopping Centre,1431780.461,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2341
4524,Baulkham Hills_Palace Rd and Buckingham Rd,726278.6974,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2342
4525,Baulkham Hills_Seven Hills Rd and Merinda Rd,953450.2918,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2343
4526,Castle Hill Library,147653.7766,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2344
4527,Castle Hill_Hume Ave and Cecil Ave,127283.6345,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2345
4528,Knightsbridge,1215167.271,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2346
4529,Castle Hill_Yaringa Road and Applecross Av,1657529.138,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2347
4530,Castle Hill High School,2114989.382,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2348
4531,Castle Hill_Old Castle Hill Rd and Tuckwell Rd,724001.156,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2349
4532,Castle Hill Industrial Estate,697097.0618,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2350
4533,Castle Towers,125067.7936,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2351
4534,Castle Hill_Hudson Av and Salisbury Rd,698413.1718,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2352
4535,Castle Hill_Middleton Av and Dawes Av,531231.4984,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2353
4536,Castle Mall,220941.7236,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2354
4537,Castle Hill_Crane Rd and Cecil Av,846679.0236,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2355
4538,Castle Hill_Greenup Park,398749.6548,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2356
4539,Excelsior Primary School,1495791.515,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2357
4540,Castle Hill_Gary St and Narelle Av,723601.0091,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2358
4541,Castle Hill_Darcey Rd and Castlewood Dr,980181.4126,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2359
4542,Castle Hill,950670.0829,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2360
4543,Castle Hill Showground,278547.3553,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2361
4544,Castle Hill Public School,193468.6473,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2362
4545,Appletree Shopping Centre,2724073.945,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2363
4546,Castle Hill_Marymount Mercy Centre,796294.928,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2364
4547,Cherrybrook Village Shopping Centre,1044123.135,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2365
4548,Castle Hill_Westminister Dr and Windsor Ct,794979.9958,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2366
4549,Cherrybrook,1554428.423,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2367
4550,Cherrybrook Primary School,835671.9942,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2368
4551,The Castle Hill Villages,476782.4327,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2369
4552,Cherrybrook_Boundary Rd and Cedarwood Dr,747700.597,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2370
4553,Tangara School,565146.3848,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2371
4554,Castle Hill_Sherwin Ave and Whitling Ave,315337.0245,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2372
4555,West Pennant Hills_Highs Rd and Yarpole Ave,481213.551,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2373
4556,Glenhaven_Glenhaven Rd and Mills Rd,2775597.815,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2374
4557,Glenhaven Court Shopping Centre,3031859.028,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2375
4558,Glenhaven,1410551.968,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2376
4559,Kellyville_Riley T-Way,195221.1414,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2377
4560,Kellyville_Old Windsor Rd and Memorial Ave_North,273129.325,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2378
4561,Bernie Mullane Sports Complex,910244.6259,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2379
4562,Sherwood Ridge Primary,1745451.53,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2380
4563,Mclaughlin Bridge Kellyville,1164604.507,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2381
4564,Kellyville Primary School,851808.03,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2382
4565,Elizabeth Macarthur Park,522006.4033,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2383
4566,Kellyville High School,1054874.2,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2384
4567,The Village Centre,919198.4684,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2385
4568,Kellyville_Arnold Ave and Minorca Ave,684623.9625,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2386
4569,Castle Hill_Kings Rd and Queens Ct,790708.8661,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2387
4570,St Angelas Primary School,842500.4921,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2388
4571,Kellyville Christmas Tree Farm,176958.8294,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2389
4572,Kellyville Memorial Park,384030.6016,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2390
4573,Cherrybook_Robert Road Park East,224369.4031,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2391
4574,Cherrybook_Robert Road Park West,281169.3302,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2392
4575,West Pennant Hills,752717.6211,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2393
4576,Mount Wilberforce Lookout West Pennant Hills,1675044.842,0,1,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2394
4577,Coonara Shopping Centre,1826756.795,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2395
4578,West Pennant Hills_Highs Rd and Southwood Pl,1614476.916,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2396
4579,West Pennant Hills_Oakes Rd and Wildara Av,1464444.786,0,1,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2397
4580,Kellyville_Gracewood Retirement Village,382587.2729,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2398
4581,Kellyville_Burns T-Way,202749.7161,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2399
4582,Cherrybook_Treetops Rd and Forest Cl,147554.541,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2400
4583,Kellyville_Sandstock Way and New Holland Drive,410801.2083,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2401
4584,Cherrybook_Janice Pl and Dantic Pl,111530.2221,0,0,0,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2402
4585,Kellyville_Fairway Drive and Laura St,743624.4321,0,0,1,0,0,0,0,24, Baulkham Hills and Hawkesbury,13,2403
4600,Bell Station,10884518.47,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2404
4601,Mount Victoria Station,16493478.14,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2405
4602,Blackheath Station,11134347.34,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2406
4603,Megalong Valley,100447682.3,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2407
4606,Warrimoo Station,8781490.719,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2408
4607,Mount Riverview Shopping Centre,3004057.514,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2409
4608,Blaxland Station_North,2688620.295,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2410
4609,East Blaxland Shopping Centre,2964231.144,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2411
4610,Blaxland Station_South,3852874.511,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2412
4611,Knapsack Park_RAAF HQ,3870233.715,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2413
4612,Glenbrook Station,3081864.812,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2414
4613,Lapstone Station_West,1396650.468,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2415
4616,Mt Charles,135885244.5,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2416
4617,Blue Mountains NP,451321406,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2417
4618,Medlow Bath Station,6724464.56,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2418
4621,Katoomba Cemetery,10235810.2,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2419
4622,Leura Station_North,6650077.009,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2420
4623,Katoomba High School,15581714.28,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2421
4624,Katoomba Station_North,1570383.722,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2422
4625,Katoomba Station_South,1765949.372,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2423
4626,Leura Station_South,4993684.337,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2424
4629,Hazelbrook Station,20080904.74,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2425
4630,Linden Station,6181472.197,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2426
4631,Lawson Station,7502855.957,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2427
4632,Bullaburra Station,6127703.797,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2428
4633,Woodford Station,6908510.124,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2429
4636,Winmalee Shopping Centre,8856215.908,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2430
4637,Springwood Hospital,8607349.493,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2431
4638,Springwood High School,9759230.399,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2432
4639,Yellow Rock Lookout,19795841.04,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2433
4640,Springwood Country Club,3414913.483,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2434
4641,Springwood Station_North,1428603.024,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2435
4642,Faulconbridge Station,5433817.636,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2436
4643,Valley Heights Station_North,3994257.066,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2437
4644,Springwood Station_South,4178259.634,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2438
4645,Valley Heights Station_South,4067674.133,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2439
4648,Wenworth Falls Country Club,7628148.993,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2440
4649,Wentworth Falls_Falls Rd and Great Western Hwy,2416933.087,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2441
4650,Wentworth Falls Station,10951772.15,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2442
4700,Colo High School,15121110.19,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2443
4701,Richmond,28850791.85,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2444
4702,Richmond North Public School,6955517.019,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2445
4703,Richmond Station,1291825.616,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2446
4704,Richmond RAAF Base,4061880.103,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2447
4705,Hobartville,1431993.781,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2448
4706,Clarendon Station,16820712.06,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2449
4709,Windsor Town Centre,2814343.4,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2450
4710,Windsor Station,1389843.438,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2451
4711,South Windsor Industrial Area,2024811.286,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2452
4712,Chisholm Catholic Primary School,2988967.715,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2453
4713,South Windsor,3314838.309,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2454
4714,Bligh Park Shopping Centre,1171711.694,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2455
4715,Bligh Park,1421418.074,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2456
4716,Windsor Downs,7561423.242,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2457
4719,River Park Christian Youth Camp,25871960.99,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2458
4720,Londonderry_Milford Rd and Carrington Rd,7517601.935,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2459
4721,Richmond Greyhound Racing Club,18119058.75,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2460
4722,Londonderry_Bennett Rd and Carrington Rd,10545824.42,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2461
4723,John Morony Corrections Centre,19231159.82,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2462
4800,Warragamba Dam,2452671591,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2463
4900,Cambridge Gardens,771390.4439,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2464
4901,Werrington Downs,1106916.048,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2465
4902,Werrington County,1126215.658,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2466
4903,Cambridge Park,906884.3927,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2467
4904,Cambridge Park High School,894935.4402,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2468
4905,Werrington County Shopping Village,986169.1384,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2469
4906,Cambridge Park_Devon Park,782260.5081,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2470
4907,Penrith Lakes,8066664.785,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2471
4909,Castlereagh Public School,19756963.18,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2472
4910,Cranebrook_Andromeda Dr and Vincent Rd,2972179.174,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2473
4911,Llandilo Public School,12797303.56,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2474
4912,Henry Fulton Primary School,1750028.752,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2475
4913,Sydney International Regatta Centre,11890822.78,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2476
4914,Cranebrook_Owens Park,1094409.044,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2477
4915,Cranebrook,1340729.49,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2478
4916,Mt Pleasant Shopping Centre,693946.8934,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2479
4917,McGarritys Hill,3334335.881,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2480
4918,Cranebrook_Pensax Rd and Sherringham Rd,1246196.287,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2481
4919,Llandilo,4360592.305,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2482
4920,Jordan Springs,2082414.809,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2483
4922,Emu Heights,3224482.912,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2484
4923,Emu Plains Station_North,4025667.641,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2485
4924,Emu Plains Station_South,1903731.103,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2486
4925,Emu Plains,1153296.159,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2487
4926,Lennox Shopping Centre,1351636.404,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2488
4927,Lapstone Station_East,2110038.505,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2489
4930,Regentville,1141545.796,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2490
4931,Regentville Public School,804616.2623,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2491
4932,Glenmore Park,748734.0737,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2492
4933,Glenmore Park_Lady Jamison Dr and Stein Pl,1495337.574,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2493
4934,Glenmore Park_Penrith Golf and Recreation Club,1527706.708,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2494
4935,Glenmore Park High School,1230522.397,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2495
4936,Glenmore Park_Forest Ridge Park,788450.8104,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2496
4937,Glenmore Park_Blue Hills Wetland,1479632.006,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2497
4940,Jamisontown Industrial Area,2748009.062,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2498
4941,South Penrith,1179210.318,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2499
4942,South Penrith_Fragar Rd and Smith St,1402660.102,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2500
4943,Jamisontown,1202440.056,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2501
4944,Southlands Shopping Centre,1119128.776,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2502
4945,Jamison High School,1350227.044,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2503
4948,Werrington Station_North,1323008.509,0,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2504
4949,Kingswood Station_North,872648.9405,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2505
4950,Werrington Public School,754755.7551,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2506
4951,Kingswood Station_South,405744.098,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2507
4952,Kingswood,1006129.129,1,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2508
4953,Werrington Station_South_Uni of Western Sydney,2188953.006,1,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2509
4954,Kingswood High School,1549581.584,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2510
4955,Tafe Nsw Western Sydney,2577142.391,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2511
4956,Claremont Meadows_Myrtle St Fields,673344.6675,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2512
4957,Claremont Meadows Shopping Centre,2360880.06,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2513
4958,Glenmore Park_Surveyors Creek,1797079.716,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2514
4959,Kingswood_Statfford St and Somerset St,285253.6737,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2515
4960,Orchard Hills,2926387.753,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2516
4961,Orchard Hills_Homestead Rd,5144792.806,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2517
4962,Orchard Hills Golf Club,13750287.68,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2518
4963,Mulgoa,3571027.723,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2519
4964,Kingswood Golf Club,23591969.28,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2520
4965,Penrith Landfill Depot,8938798.5,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2521
4966,Rileys Mountain Lookout,23489118.09,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2522
4967,Luddenham_Model Park SSME,12329451.47,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2523
4968,Twin Creeks Golf Course,3232931.499,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2524
4969,Wallacia,16627219,0,0,0,1,0,0,1,27, Outer West and Blue Mountains,16,2525
4970,Luddenham Hall,4969216.093,0,0,0,1,0,0,1,27, Outer West and Blue Mountains,16,2526
4971,Luddenham,10733443.09,0,0,0,1,0,0,1,27, Outer West and Blue Mountains,16,2527
4972,Orchard Hills_South Creek,11332591.91,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2528
4973,Luddenham Road,7133868.796,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2529
4974,Penrith_Crane Enfield Metals,1760560.896,1,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2530
4975,Penrith Industrial Area_North West,1179227.268,1,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2531
4976,Penrith,1537479.869,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2532
4977,Penrith Station Car Park,744233.3654,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2533
4978,Governor Phillip Special Hospital,759510.0778,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2534
4979,Penrith CBD_Penrith Station_South,461286.1975,1,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2535
4980,Penrith Panthers,1572875.61,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2536
4981,Penrith_Nepean Square,1029282.519,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2537
4982,Penrith_Spence Park,703655.5685,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2538
4983,Kemps Creeks_Elizabeth Dr North,8824605.773,0,0,0,0,0,0,1,27, Outer West and Blue Mountains,16,2539
4985,Warragamba Plaza,12426721.57,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2540
4986,Silverdale,51075581.13,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2541
4987,Penrith High School,378260.7805,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2542
4988,Penrith_TAFE NSW,248611.4875,1,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2543
5000,Erskine Park Shopping Centre,1584485.107,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2544
5001,James Erskine High School,1398442.521,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2545
5002,Mount Vernon_Erskine Park Landfill and Recycling,5396323.345,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2546
5005,St Clair_Mark Leece Sport Complex,769500.8224,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2547
5006,St Clair_Mamre rd and Banks Dr,1718682.486,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2548
5007,St Clair_Clairgate Public School,1155029.204,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2549
5008,St Clair Shopping Centre,1278572.867,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2550
5009,St Clair_Mamre Rd and Mcintyre Av,1374115.416,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2551
5010,St Clair_Blackwell Av and Coowarra Dr,894575.8011,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2552
5011,St Marys Station_South_East,515956.617,0,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2553
5012,St Marys Fire Station,944931.5205,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2554
5013,3m Distribution Centre,2609042.754,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2555
5014,St Marys Industrial Area_Northern End,695042.9097,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2556
5015,Dunheved High School,2429179.276,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2557
5016,St Marys Station_North,1342395.31,0,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2558
5017,Integral Energy Mt Druitt,429917.0041,0,0,0,0,0,0,0,27, Outer West and Blue Mountains,16,2559
5018,St Marys Station_South_West,738352.9718,0,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2560
5019,St Marys_Australia St and Brisbane St,780736.0805,0,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2561
5020,Oxley Park,1285193.304,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2562
5021,St Marys,1527374.836,0,0,1,1,0,0,0,27, Outer West and Blue Mountains,16,2563
5022,St Marys South Primary School,828110.135,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2564
5023,Colyton,953597.6773,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2565
5024,Colyton Shopping Centre,1587113.948,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2566
5025,Colyton_Bennet Rd Public School,817755.7625,0,0,0,1,0,0,0,27, Outer West and Blue Mountains,16,2567
5100,Killarney Vale_West,1220449.188,0,0,0,0,0,0,0,26, Central Coast,15,2568
5101,Tuggerah Lakes Secondary College,1076704.983,0,0,0,0,0,0,0,26, Central Coast,15,2569
5102,Killarney Vale_East,887607.4918,0,0,0,0,0,0,0,26, Central Coast,15,2570
5103,Killarney Vale_Bay Village,1211131.593,0,0,0,0,0,0,0,26, Central Coast,15,2571
5104,Bateau Bay Beach,1254458.363,0,0,0,0,0,0,0,26, Central Coast,15,2572
5105,Bateau Bay_Cresthaven Av and Curzon Av,1238221.613,0,0,0,0,0,0,0,26, Central Coast,15,2573
