ZONE,ADJ_SA4,TRIP MODE,QUANTITY
1166, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,134
1166, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,165
1166, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,14
1166, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,756
1166, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,105
1166, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,29
1166, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,41
1166, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,62
1166, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1712
1166, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,390
1166, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,366
1166, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,625
1167, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,74
1167, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1811
1167, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,180
1167, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,112
1167, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,21
1167, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,724
1167, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,91
1167, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,18
1167, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,27
1167, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,34
1167, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1140
1167, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,177
1167, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,398
1167, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,727
1168, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,21
1168, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,564
1168, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,61
1168, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,29
1168, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,6
1168, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,210
1168, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,25
1168, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,7
1168, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,5
1168, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,5
1168, North Sydney and Hornsby (Nsyd- Chatswood),WALK,219
1168, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,36
1168, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,125
1168, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,215
1169, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,41
1169, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,854
1169, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,66
1169, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,65
1169, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,13
1169, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,350
1169, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,34
1169, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,9
1169, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,11
1169, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,13
1169, North Sydney and Hornsby (Nsyd- Chatswood),WALK,656
1169, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,93
1169, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,162
1169, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,262
1170, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,49
1170, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1678
1170, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,198
1170, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,104
1170, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,12
1170, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,504
1170, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,57
1170, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,24
1170, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,24
1170, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,28
1170, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1025
1170, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,107
1170, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,378
1170, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,791
1171, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,73
1171, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1491
1171, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,13
1171, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,17
1171, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,25
1171, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,844
1171, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,110
1171, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,8
1171, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,13
1171, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,31
1171, North Sydney and Hornsby (Nsyd- Chatswood),WALK,555
1171, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,385
1171, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,383
1171, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,72
1172, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,76
1172, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1915
1172, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,12
1172, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,7
1172, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,41
1172, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,1055
1172, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,113
1172, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,13
1172, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,25
1172, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,35
1172, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1030
1172, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,476
1172, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,416
1172, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,114
1173, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,102
1173, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,2930
1173, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,18
1173, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,33
1173, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,40
1173, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,1589
1173, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,173
1173, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,25
1173, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,28
1173, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,57
1173, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1669
1173, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,539
1173, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,452
1173, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,213
1174, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,74
1174, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,2185
1174, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,16
1174, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,16
1174, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,14
1174, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,768
1174, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,101
1174, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,22
1174, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,22
1174, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,30
1174, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1210
1174, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,383
1174, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,358
1174, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,94
1175, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,34
1175, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,782
1175, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,34
1175, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,36
1175, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,5
1175, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,322
1175, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,43
1175, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,11
1175, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,16
1175, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,16
1175, North Sydney and Hornsby (Nsyd- Chatswood),WALK,560
1175, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,199
1175, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,166
1175, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,47
1176, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,72
1176, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,2424
1176, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,17
1176, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,38
1176, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,13
1176, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,1265
1176, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,135
1176, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,23
1176, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,27
1176, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,43
1176, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1631
1176, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,486
1176, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,364
1176, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,123
1177, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,25
1177, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,834
1177, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,5
1177, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,5
1177, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,9
1177, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,311
1177, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,32
1177, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,8
1177, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,5
1177, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,11
1177, North Sydney and Hornsby (Nsyd- Chatswood),WALK,329
1177, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,116
1177, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,123
1177, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,46
1178, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,66
1178, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1807
1178, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,8
1178, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,16
1178, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,12
1178, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,945
1178, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,103
1178, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,25
1178, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,34
1178, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,41
1178, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1186
1178, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,412
1178, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,396
1178, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,137
1179, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,36
1179, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1177
1179, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,7
1179, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,18
1179, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,14
1179, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,586
1179, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,55
1179, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,10
1179, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,13
1179, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,13
1179, North Sydney and Hornsby (Nsyd- Chatswood),WALK,608
1179, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,133
1179, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,146
1179, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,124
1180, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,47
1180, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1201
1180, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,6
1180, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,15
1180, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,10
1180, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,470
1180, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,42
1180, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,11
1180, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,18
1180, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,17
1180, North Sydney and Hornsby (Nsyd- Chatswood),WALK,699
1180, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,188
1180, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,153
1180, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,82
1181, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,29
1181, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1328
1181, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,6
1181, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,8
1181, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,11
1181, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,466
1181, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,57
1181, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,6
1181, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,8
1181, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,20
1181, North Sydney and Hornsby (Nsyd- Chatswood),WALK,269
1181, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,105
1181, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,108
1181, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,66
1182, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,73
1182, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1706
1182, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,14
1182, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,20
1182, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,28
1182, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,732
1182, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,96
1182, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,13
1182, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,18
1182, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,20
1182, North Sydney and Hornsby (Nsyd- Chatswood),WALK,716
1182, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,227
1182, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,224
1182, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,177
1183, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,71
1183, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1719
1183, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,14
1183, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,36
1183, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,13
1183, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,898
1183, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,104
1183, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,13
1183, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,17
1183, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,43
1183, North Sydney and Hornsby (Nsyd- Chatswood),WALK,979
1183, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,318
1183, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,235
1183, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,183
1184, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,96
1184, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,2125
1184, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,51
1184, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,45
1184, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,36
1184, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,874
1184, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,96
1184, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,21
1184, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,23
1184, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,26
1184, North Sydney and Hornsby (Nsyd- Chatswood),WALK,731
1184, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,124
1184, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,212
1184, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,410
1185, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,36
1185, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1068
1185, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,11
1185, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,12
1185, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,24
1185, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,432
1185, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,67
1185, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,9
1185, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,13
1185, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,17
1185, North Sydney and Hornsby (Nsyd- Chatswood),WALK,359
1185, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,304
1185, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,263
1185, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,160
1186, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,3
1186, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,333
1186, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,5
1186, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,2
1186, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,95
1186, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,5
1186, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,2
1186, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,7
1186, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,12
1186, North Sydney and Hornsby (Nsyd- Chatswood),WALK,51
1186, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,26
1186, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,33
1186, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,48
1187, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,118
1187, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,5470
1187, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,208
1187, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,253
1187, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,5
1187, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,1640
1187, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,215
1187, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,73
1187, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,79
1187, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,138
1187, North Sydney and Hornsby (Nsyd- Chatswood),WALK,3015
1187, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,930
1187, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,756
1187, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,432
1188, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,120
1188, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,3033
1188, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,29
1188, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,40
1188, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,28
1188, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,1647
1188, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,216
1188, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,36
1188, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,36
1188, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,58
1188, North Sydney and Hornsby (Nsyd- Chatswood),WALK,2146
1188, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,559
1188, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,577
1188, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,569
1189, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,121
1189, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,2625
1189, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,64
1189, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,46
1189, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,23
1189, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,887
1189, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,104
1189, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,22
1189, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,24
1189, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,39
1189, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1273
1189, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,318
1189, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,361
1189, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,432
1190, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,52
1190, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1666
1190, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,99
1190, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,65
1190, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,9
1190, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,482
1190, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,54
1190, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,27
1190, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,28
1190, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,34
1190, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1197
1190, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,138
1190, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,215
1190, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,415
1191, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,99
1191, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,2113
1191, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,52
1191, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,53
1191, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,15
1191, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,672
1191, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,74
1191, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,21
1191, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,16
1191, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,35
1191, North Sydney and Hornsby (Nsyd- Chatswood),WALK,804
1191, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,126
1191, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,186
1191, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,344
1192, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,52
1192, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1907
1192, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,131
1192, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,95
1192, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,7
1192, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,837
1192, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,84
1192, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,22
1192, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,21
1192, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SINGLE,34
1192, North Sydney and Hornsby (Nsyd- Chatswood),WALK,1118
1192, North Sydney and Hornsby (Nsyd- Chatswood),WALK_AB,155
1192, North Sydney and Hornsby (Nsyd- Chatswood),WALK_BM,339
1192, North Sydney and Hornsby (Nsyd- Chatswood),WALK_MR,614
1193, North Sydney and Hornsby (Nsyd- Chatswood),BIKE,60
1193, North Sydney and Hornsby (Nsyd- Chatswood),DRIVEALONE,1574
1193, North Sydney and Hornsby (Nsyd- Chatswood),KNR_TRN,84
1193, North Sydney and Hornsby (Nsyd- Chatswood),PNR_TRN,84
1193, North Sydney and Hornsby (Nsyd- Chatswood),SCHOOLBUS,15
1193, North Sydney and Hornsby (Nsyd- Chatswood),SHARED2,660
1193, North Sydney and Hornsby (Nsyd- Chatswood),SHARED3,81
1193, North Sydney and Hornsby (Nsyd- Chatswood),TAXI,13
1193, North Sydney and Hornsby (Nsyd- Chatswood),TNC_SHARED,14
